,num,title,init_year,area,genre,rating_num,comment_num,language,director,cast,movie_duration,tags
189,190,惊魂记,1960,美国,悬疑 惊悚 恐怖,8.9,83903,英语,Alfred Hitchcock,"Janet Leigh', 'Anthony Perkins', 'Vera Miles', 'Martin Balsam', 'John Gavin",109,"[{'count': 21039, 'name': '希区柯克'}, {'count': 16865, 'name': '悬疑'}, {'count': 12848, 'name': '惊悚'}, {'count': 10207, 'name': '美国'}, {'count': 8407, 'name': '经典'}, {'count': 4664, 'name': 'AlfredHitchcock'}, {'count': 4473, 'name': '1960'}, {'count': 3984, 'name': '美国电影'}]"
190,191,忠犬八公物语,1987,日本,剧情,9.0,60051,日语,Seijirô Kôyama,"山本圭 Kei Yamamoto', '井川比佐志 Hisashi Igawa', '片桐入 Hairi Katagiri', '仲代达矢 Tatsuya Nakadai', '春川真澄 Masumi Harukawa', '八千草薰 Kaoru Yachigusa', '石野真子 Mako Ishino', '殿山泰司 Taiji Tonoyama', '加藤嘉 Yoshi Katô', '石仓三郎 Saburô Ishikura', '泉谷茂 Shigeru Izumiya', '柳叶敏郎 Toshirô Yanagiba",107,"[{'count': 8855, 'name': '日本'}, {'count': 7561, 'name': '感人'}, {'count': 6973, 'name': '狗狗'}, {'count': 5053, 'name': '温情'}, {'count': 4884, 'name': '日本电影'}, {'count': 3861, 'name': '动物'}, {'count': 3113, 'name': '八千公物语'}, {'count': 2944, 'name': '狗'}]"
191,192,再次出发之纽约遇见你,2013,美国,喜剧 爱情 音乐,8.5,171133,英语,约翰·卡尼 John Carney,"凯拉·奈特莉 Keira Knightley', '马克·鲁弗洛 Mark Ruffalo', '亚当·莱文 Adam Levine', '詹姆斯·柯登 James Corden', '海莉·斯坦菲尔德 Hailee Steinfeld', '凯瑟琳·基纳 Catherine Keener', '茅斯·达夫 Mos Def', '罗伯·莫洛 Rob Morrow', '伊恩·布罗茨基 Ian Brodsky', '香农·沃尔什 Shannon Walsh', '大卫·埃伯利斯 David Abeles', '马科·阿桑特 Marco Assante', '玛丽·凯瑟琳·歌瑞森 Mary Catherine Garrison', '詹·雅各布 Jen Jacob', '席洛·格林 CeeLo Green', '詹妮弗·李·杰克逊 Jennifer Li Jackson', '特里·刘易斯 Terry Lewis', '吉米·帕伦博 Jimmy Palumbo', '西蒙·德兰尼 Simon Delaney', '丹妮尔·布里瑟布瓦 Danielle Brisebois', '基恩·鲁弗洛 Keen Ruffalo', '尼古拉斯·丹尼尔·冈萨雷斯 Nicholas Daniel Gonzalez', '麦迪·科尔曼 Maddie Corman', '阿雅·卡什 Aya Cash', '大卫·彭德尔顿 David Pendleton', '保罗·罗梅罗 Paul Romero', '安德鲁·塞伦 Andrew Sellon', '凯伦·皮特曼 Karen Pittman', '罗恩·沃斯 Ron Voz",104,"[{'count': 33672, 'name': '音乐'}, {'count': 19863, 'name': '文艺'}, {'count': 19537, 'name': '美国'}, {'count': 18339, 'name': '爱情'}, {'count': 9917, 'name': '温情'}, {'count': 9858, 'name': '浪漫'}, {'count': 7958, 'name': '剧情'}, {'count': 7296, 'name': '人生'}]"
192,193,海盗电台,2009,英国 德国 法国,剧情 喜剧 音乐,8.6,166359,英语,理查德·柯蒂斯 Richard Curtis,"比尔·奈伊 Bill Nighy', '肯尼思·布拉纳 Kenneth Branagh', '菲利普·塞默·霍夫曼 Philip Seymour Hoffman', '尼克·弗罗斯特 Nick Frost', '汤姆·斯图里奇 Tom Sturridge', '瑞斯·伊凡斯 Rhys Ifans', '瑞斯·达比 Rhys Darby', ""克里斯·奥多德 Chris O'Dowd"", '妲露拉·莱莉 Talulah Riley', '凯瑟琳·帕金森 Katherine Parkinson', '杰克·达文波特 Jack Davenport",116,"[{'count': 31860, 'name': '英国'}, {'count': 30450, 'name': '摇滚'}, {'count': 18854, 'name': '音乐'}, {'count': 14891, 'name': '喜剧'}, {'count': 14860, 'name': '海盗电台'}, {'count': 9481, 'name': '理想'}, {'count': 8494, 'name': '励志'}, {'count': 6000, 'name': '2009'}]"
193,194,青蛇,1993,香港,剧情 奇幻 古装,8.4,223678,粤语,徐克 Hark Tsui,"张曼玉 Maggie Cheung', '王祖贤 Joey Wang', '赵文卓 Man Cheuk Chiu', '吴兴国 Hsing-kuo Wu', '马精武 Jingwu Ma', '田丰 Feng Tien', '刘洵 Shun Lau",99,"[{'count': 28695, 'name': '香港'}, {'count': 21027, 'name': '爱情'}, {'count': 14275, 'name': '经典'}, {'count': 9879, 'name': '古装'}, {'count': 7499, 'name': '奇幻'}, {'count': 7466, 'name': '魔幻'}, {'count': 6637, 'name': '人性'}, {'count': 6226, 'name': '中国'}]"
194,195,东京物语,1953,日本,剧情 家庭,9.2,51057,日语,小津安二郎 Yasujirô Ozu,"笠智众 Chishû Ryû', '原节子 Setsuko Hara', '杉村春子 Haruko Sugimura', '东山千荣子 Chieko Higashiyama', '山村聪 Sô Yamamura', '香川京子 Kyôko Kagawa",136,"[{'count': 17010, 'name': '小津安二郎'}, {'count': 13895, 'name': '日本'}, {'count': 8492, 'name': '日本电影'}, {'count': 8117, 'name': '家庭'}, {'count': 5426, 'name': '经典'}, {'count': 3977, 'name': '文艺'}, {'count': 3262, 'name': '1953'}, {'count': 2123, 'name': '原节子'}]"
195,196,哪吒闹海,1979,中国大陆,冒险 动画 奇幻,8.9,81289,汉语普通话,"严定宪 Dingxian Yan', '王树忱 Shuchen Wang', '徐景达 Jingda Xu","梁正晖 Zhenghui Liang', '邱岳峰 Yuefeng Qiu', '毕克 Ke Bi', '富润生 Runsheng Fu', '尚华 Hua Shang', '于鼎 Ding Yu",65,"[{'count': 11500, 'name': '国产动画'}, {'count': 11274, 'name': '动画'}, {'count': 8197, 'name': '童年'}, {'count': 7998, 'name': '经典'}, {'count': 5480, 'name': '中国'}, {'count': 3985, 'name': '哪吒闹海'}, {'count': 2975, 'name': '中国动画'}, {'count': 2834, 'name': '大陆'}]"
196,197,绿里奇迹,1999,美国,犯罪 剧情 奇幻 悬疑,8.7,107529,"英语', '法语",Frank Darabont,"汤姆·汉克斯 Tom Hanks', '大卫·摩斯 David Morse', '迈克·克拉克·邓肯 Michael Clarke Duncan', '邦尼·亨特 Bonnie Hunt', '詹姆斯·克伦威尔 James Cromwell', '迈克尔·杰特 Michael Jeter', '格雷厄姆·格林 Graham Greene', '道格·休切逊 Doug Hutchison', '山姆·洛克威尔 Sam Rockwell', '巴里·佩珀 Barry Pepper', '杰弗里·德曼 Jeffrey DeMunn', '派翠西娅·克拉克森 Patricia Clarkson', '哈利·戴恩·斯坦通 Harry Dean Stanton', '戴布思·格里尔 Dabbs Greer', 'Eve Brent",189,"[{'count': 17317, 'name': '人性'}, {'count': 16734, 'name': '汤姆·汉克斯'}, {'count': 13156, 'name': '美国'}, {'count': 9903, 'name': '监狱'}, {'count': 9561, 'name': '经典'}, {'count': 8969, 'name': '剧情'}, {'count': 5804, 'name': '美国电影'}, {'count': 4439, 'name': 'Tomhanks'}]"
197,198,末路狂花,1991,美国 法国,犯罪 剧情 惊悚,8.7,105550,英语,雷德利·斯科特 Ridley Scott,"吉娜·戴维斯 Geena Davis', '苏珊·萨兰登 Susan Sarandon', '哈威·凯特尔 Harvey Keitel', '迈克尔·马德森 Michael Madsen', '布拉德·皮特 Brad Pitt",130,"[{'count': 19256, 'name': '女性'}, {'count': 18572, 'name': '公路'}, {'count': 14359, 'name': '美国'}, {'count': 8737, 'name': '经典'}, {'count': 8190, 'name': '美国电影'}, {'count': 6813, 'name': '剧情'}, {'count': 4911, 'name': '女权'}, {'count': 4697, 'name': '1991'}]"
198,199,勇闯夺命岛,1996,美国,动作 冒险,8.5,143044,英语,迈克尔·贝 Michael Bay,"肖恩·康纳利 Sean Connery', '尼古拉斯·凯奇 Nicolas Cage', '艾德·哈里斯 Ed Harris', '约翰·斯宾塞 John Spencer', '大卫·摩斯 David Morse', '威廉·弗西斯 William Forsythe', '迈克尔·比恩 Michael Biehn', '瓦内萨·马赛尔 Vanessa Marcil', '约翰·C·麦金雷 John C. McGinley', '托尼·托德 Tony Todd', '博基姆·伍德拜因 Bokeem Woodbine', '格雷格·科林斯 Greg Collins', 'Brendan Kelly', '史蒂夫·哈里斯 Steve Harris', '吉姆·卡维泽 Jim Caviezel",136,"[{'count': 25784, 'name': '动作'}, {'count': 23391, 'name': '尼古拉斯·凯奇'}, {'count': 16066, 'name': '肖恩·康纳利'}, {'count': 14520, 'name': '美国'}, {'count': 11841, 'name': '经典'}, {'count': 7562, 'name': '美国电影'}, {'count': 5224, 'name': 'NicolasCage'}, {'count': 4775, 'name': '1996'}]"
199,200,终结者2：审判日,1991,美国 法国,动作 科幻,8.6,142161,"英语', '西班牙语",詹姆斯·卡梅隆 James Cameron,"阿诺·施瓦辛格 Arnold Schwarzenegger', '琳达·汉密尔顿 Linda Hamilton', '爱德华·福隆 Edward Furlong', '罗伯特·帕特里克 Robert Patrick', '阿尔·伯恩 Earl Boen', '乔·莫顿 Joe Morton', '埃帕莎·默克森 S. Epatha Merkerson', '卡斯图罗·格雷拉 Castulo Guerra', '丹尼·库克塞 Danny Cooksey', '詹妮特·戈德斯坦恩 Jenette Goldstein', '山德·贝克利 Xander Berkeley', 'Leslie Hamilton Gearren",137,"[{'count': 27637, 'name': '科幻'}, {'count': 20429, 'name': '施瓦辛格'}, {'count': 16938, 'name': '动作'}, {'count': 14458, 'name': '美国'}, {'count': 12192, 'name': '经典'}, {'count': 10835, 'name': '终结者'}, {'count': 6201, 'name': '美国电影'}, {'count': 4685, 'name': '1991'}]"
200,201,这个男人来自地球,2007,美国,剧情 科幻,8.5,182355,英语,理查德·沙因克曼 Richard Schenkman,"大卫·李·史密斯 David Lee Smith', '托尼·托德 Tony Todd', '约翰·比灵斯列 John Billingsley', '安妮卡·彼得森 Annika Peterson', '阿丽西丝·索普 Alexis Thorpe', '威廉姆·卡特 William Katt', '理查德·雷西尔 Richard Riehle', 'Ellen Crawford', 'Steven Littles', 'Robbie Bryan",87,"[{'count': 38955, 'name': '科幻'}, {'count': 22517, 'name': '美国'}, {'count': 16328, 'name': '宗教'}, {'count': 14756, 'name': '有思考价值'}, {'count': 12366, 'name': '剧情'}, {'count': 11525, 'name': '这个男人来自地球'}, {'count': 7743, 'name': '美国电影'}, {'count': 6499, 'name': '2007'}]"
201,202,头脑特工队,2015,美国,喜剧 动画 冒险,8.7,228297,英语,"彼特·道格特 Pete Docter', '罗纳尔多·德尔·卡门 Ronaldo Del Carmen","艾米·波勒 Amy Poehler', '菲利丝·史密斯 Phyllis Smith', '理查德·坎德 Richard Kind', '比尔·哈德尔 Bill Hader', '刘易斯·布莱克 Lewis Black', '敏迪·卡灵 Mindy Kaling', '凯特林·迪亚斯 Kaitlyn Dias', '戴安·琳恩 Diane Lane', '凯尔·麦克拉克伦 Kyle MacLachlan', '波拉·庞德斯通 Paula Poundstone', '鲍比·莫伊尼汉 Bobby Moynihan', '保拉·佩尔 Paula Pell', '大卫·戈尔兹 Dave Goelz', '弗兰克·奥兹 Frank Oz', '乔什·库雷 Josh Cooley', '弗利 Flea', '约翰·拉岑贝格 John Ratzenberger', '卡洛斯·阿拉斯拉奇 Carlos Alazraqui', '皮特·萨加尔 Peter Sagal', '拉什达·琼斯 Rashida Jones', '罗里·艾伦 Lori Alan', '约翰·齐甘 John Cygan', '雪莉·琳恩 Sherry Lynn', '拉瑞恩·纽曼 Laraine Newman', '帕丽斯·冯·戴克 Paris Van Dyke",95,"[{'count': 38880, 'name': '动画'}, {'count': 22099, 'name': '美国'}, {'count': 21095, 'name': '成长'}, {'count': 20303, 'name': 'Pixar'}, {'count': 16393, 'name': '温情'}, {'count': 13607, 'name': '喜剧'}, {'count': 13486, 'name': 'Disney'}, {'count': 12513, 'name': '2015'}]"
202,203,源代码,2011,美国 加拿大,爱情 科幻 悬疑 惊悚,8.3,411584,英语,邓肯·琼斯 Duncan Jones,"杰克·吉伦哈尔 Jake Gyllenhaal', '维拉·法米加 Vera Farmiga', '米歇尔·莫娜汉 Michelle Monaghan', '杰弗里·怀特 Jeffrey Wright', '拉塞尔·皮特斯 Russell Peters', 'James A. Woods', '迈克尔·阿登 Michael Arden', '乔·柯布登  Joe Cobden', '卡斯·安瓦尔 Cas Anvar",93,"[{'count': 96519, 'name': '科幻'}, {'count': 60188, 'name': '美国'}, {'count': 50114, 'name': '悬疑'}, {'count': 27533, 'name': '剧情'}, {'count': 19747, 'name': '人性'}, {'count': 19025, 'name': '2011'}, {'count': 12237, 'name': '动作'}, {'count': 9625, 'name': '惊悚'}]"
203,204,卡萨布兰卡,1942,美国,剧情 爱情 战争,8.6,125708,"英语', '法语', '德语', '意大利语",Michael Curtiz,"亨弗莱·鲍嘉 Humphrey Bogart', '英格丽·褒曼 Ingrid Bergman', '保罗·亨雷德 Paul Henreid', '克劳德·雷恩斯 Claude Rains', '康拉德·韦特 Conrad Veidt', '西德尼·格林斯垂特 Sydney Greenstreet', '彼得·洛 Peter Lorre', 'Dooley Wilson",102,"[{'count': 27203, 'name': '爱情'}, {'count': 24794, 'name': '经典'}, {'count': 15170, 'name': '卡萨布兰卡'}, {'count': 14552, 'name': '美国'}, {'count': 12312, 'name': '二战'}, {'count': 9235, 'name': '战争'}, {'count': 7410, 'name': '美国电影'}, {'count': 5401, 'name': '1942'}]"
204,205,新龙门客栈,1992,香港 中国大陆,剧情 动作 武侠 古装,8.5,185339,"汉语普通话', '粤语",李惠民 Raymond Lee,"张曼玉 Maggie Cheung', '林青霞 Brigitte Lin', '梁家辉 Tony Leung Ka Fai', '甄子丹 Donnie Yen', '熊欣欣 Xinxin Xiong', '刘洵 Shun Lau', '任世官 Shi-Kwan Yen', '吴启华 Lawrence Ng', '袁祥仁 Cheung-Yan Yuen', '徐锦江 Elvis Tsui', '郑希怡 Hei-Yi Cheng', '王彤川 Tongchuan Wang', '王伟顺 Wai Shun Wong', '蔡浩 Ho Choi",88,"[{'count': 30183, 'name': '武侠'}, {'count': 20658, 'name': '香港电影'}, {'count': 18290, 'name': '经典'}, {'count': 13415, 'name': '动作'}, {'count': 8034, 'name': '古装'}, {'count': 4522, 'name': '1992'}, {'count': 3862, 'name': '爱情'}, {'count': 3387, 'name': '剧情'}]"
205,206,荒野生存,2007,美国,冒险 传记 剧情,8.6,128520,"英语', '丹麦语",西恩·潘 Sean Penn,"埃米尔·赫斯基 Emile Hirsch', '马西娅·盖伊·哈登 Marcia Gay Harden', '威廉·赫特 William Hurt', '吉娜·马隆 Jena Malone', '布莱恩·H.德里克 Brian H. Dierker', '凯瑟琳·基纳 Catherine Keener', '文斯·沃恩 Vince Vaughn', '克里斯汀·斯图尔特 Kristen Stewart', '哈尔·霍尔布鲁克 Hal Holbrook', '扎克·加利凡纳基斯 Zach Galifianakis",148,"[{'count': 20732, 'name': '美国'}, {'count': 16089, 'name': '在路上'}, {'count': 14059, 'name': '传记'}, {'count': 13684, 'name': '青春'}, {'count': 12081, 'name': '自由'}, {'count': 10810, 'name': '人生'}, {'count': 10512, 'name': '真实故事'}, {'count': 5991, 'name': '剧情'}]"
206,207,迁徙的鸟,2001,法国 德国 意大利 西班牙 瑞士,纪录片,9.1,52056,法语,"雅克·贝汉 Jacques Perrin', '雅克·克鲁奥德 Jacques Cluzaud', 'Michel Debats",雅克·贝汉 Jacques Perrin,98,"[{'count': 9587, 'name': '法国'}, {'count': 6392, 'name': '自然'}, {'count': 3074, 'name': '动物'}, {'count': 2779, 'name': '鸟'}, {'count': 1278, 'name': '纪录'}, {'count': 1025, 'name': '2001'}, {'count': 801, 'name': '经典'}, {'count': 680, 'name': '纪实'}]"
207,208,黑客帝国3：矩阵革命,2003,美国 澳大利亚,动作 科幻,8.5,157149,"英语', '法语","Andy Wachowski', 'Larry Wachowski","Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Monica Bellucci', 'Kate Beahan', 'Hugo Weaving', 'Jada Pinkett Smith', '邹兆龙', '朗贝尔·维尔森 Lambert Wilson",129,"[{'count': 32633, 'name': '科幻'}, {'count': 17925, 'name': '美国'}, {'count': 16524, 'name': '动作'}, {'count': 12615, 'name': '黑客帝国'}, {'count': 11281, 'name': '经典'}, {'count': 7685, 'name': '哲学'}, {'count': 7137, 'name': 'KeanuReeves'}, {'count': 6107, 'name': '美国电影'}]"
208,209,房间,2015,爱尔兰 加拿大 英国 美国,剧情 家庭,8.8,154014,英语,伦尼·阿伯拉罕森 Lenny Abrahamson,"布丽·拉尔森 Brie Larson', '雅各布·特伦布莱 Jacob Tremblay', '琼·艾伦 Joan Allen', '肖恩·布里吉格斯 Sean Bridgers', '威廉姆·H·梅西 William H. Macy', '梅根·帕克 Megan Park', '阿曼达·布鲁盖尔 Amanda Brugel', '卡斯·安瓦尔 Cas Anvar', '乔·平格 Joe Pingue', '温迪·古逊 Wendy Crewson', '兰道尔·爱德华 Randal Edwards', '杰克·富尔顿 Jack Fulton', '汤姆·麦卡穆斯 Tom McCamus",118,"[{'count': 18793, 'name': '人性'}, {'count': 14491, 'name': '剧情'}, {'count': 13924, 'name': '亲情'}, {'count': 11675, 'name': '温情'}, {'count': 7795, 'name': '美国'}, {'count': 7694, 'name': '2015'}, {'count': 7049, 'name': '爱尔兰'}, {'count': 6874, 'name': '加拿大'}]"
209,210,变脸,1997,美国,动作 科幻 犯罪 惊悚,8.4,216027,"英语', '拉丁语",吴宇森 John Woo,"约翰·特拉沃尔塔 John Travolta', '尼古拉斯·凯奇 Nicolas Cage', '琼·艾伦 Joan Allen', '亚历桑德罗·尼沃拉 Alessandro Nivola', '吉娜·格申 Gina Gershon', '多米尼克·斯万 Dominique Swain', '尼克·卡索维茨 Nick Cassavetes', '哈威·普雷斯内尔 Harve Presnell', '科鲁姆·费奥瑞 Colm Feore', '约翰·卡洛·林奇 John Carroll Lynch', '希·庞德 CCH Pounder', '罗伯特·维斯多姆 Robert Wisdom', '赵牡丹 Margaret Cho', '詹姆斯·丹顿 James Denton', '马特·罗斯 Matt Ross', '克里斯·鲍尔 Chris Bauer', '迈尔斯·杰弗里 Myles Jeffrey', '大卫·麦克库利 David McCurley', '托马斯·简 Thomas Jane', '汤米·弗拉纳根 Tommy Flanagan', '达纳·史密斯 Dana Smith', '罗密·温莎 Romy Windsor', '保罗•希普 Paul Hipp', '柯克·鲍兹 Kirk Baltz', '劳伦·辛克莱尔 Lauren Sinclair', '本·里德 Ben Reed', '丽莎·博伊尔 Lisa Boyle', '琳达·霍夫曼 Linda Hoffman', '丹尼·马斯特森 Danny Masterson', '迈克尔·罗查 Michael Rocha', '麦克·韦柏 Mike Werb', '梅根·保罗 Megan Paul', '诺姆·卡普顿 Norm Compton",138,"[{'count': 34570, 'name': '尼古拉斯·凯奇'}, {'count': 26958, 'name': '动作'}, {'count': 26847, 'name': '吴宇森'}, {'count': 19504, 'name': '美国'}, {'count': 12974, 'name': '经典'}, {'count': 10562, 'name': '犯罪'}, {'count': 8938, 'name': '科幻'}, {'count': 4567, 'name': '电影'}]"
210,211,城市之光,1931,美国,喜剧 剧情 爱情,9.2,44329,英语,Charles Chaplin,"查理·卓别林 Charles Chaplin', '弗吉尼亚·切瑞尔 Virginia Cherrill', '佛罗伦斯·李 Florence Lee', '亨利·伯格曼 Henry Bergman', '珍·哈露 Jean Harlow",87,"[{'count': 11034, 'name': '卓别林'}, {'count': 7616, 'name': '喜剧'}, {'count': 6795, 'name': '默片'}, {'count': 5927, 'name': '美国'}, {'count': 5494, 'name': '经典'}, {'count': 4267, 'name': '黑白'}, {'count': 2899, 'name': 'CharlesChaplin'}, {'count': 2472, 'name': '美国电影'}]"
211,212,模仿游戏,2014,英国 美国,剧情 传记 战争 同性,8.5,256814,"英语', '德语",莫腾·泰杜姆 Morten Tyldum,"本尼迪克特·康伯巴奇 Benedict Cumberbatch', '凯拉·奈特莉 Keira Knightley', '马修·古迪 Matthew Goode', '罗里·金奈尔 Rory Kinnear', '艾伦·里奇 Allen Leech', '马修·比尔德 Matthew Beard', '查尔斯·丹斯 Charles Dance', '马克·斯特朗 Mark Strong', '詹姆斯·诺斯科特 James Northcote', '汤姆·古德曼-希尔 Tom Goodman-Hill', '史蒂芬·威丁顿 Steven Waddington', '伊兰·古德曼 Ilan Goodman', 'Jack Tarlton', '埃里克斯·劳瑟 Alex Lawther', 'Jack Bannon",114,"[{'count': 39412, 'name': '传记'}, {'count': 32521, 'name': '英国'}, {'count': 29687, 'name': '图灵'}, {'count': 18719, 'name': '同性'}, {'count': 18483, 'name': '剧情'}, {'count': 15563, 'name': '二战'}, {'count': 14884, 'name': '历史'}, {'count': 10340, 'name': '2014'}]"
212,213,E.T. 外星人,1982,美国,剧情 科幻,8.5,154030,英语,Steven Spielberg,"Henry Thomas', 'Dee Wallace', 'Robert MacNaughton', 'Drew Barrymore', 'Peter Coyote",115,"[{'count': 30971, 'name': '科幻'}, {'count': 21465, 'name': '斯皮尔伯格'}, {'count': 16821, 'name': '美国'}, {'count': 16355, 'name': '经典'}, {'count': 13077, 'name': 'ET'}, {'count': 9572, 'name': '外星人'}, {'count': 7351, 'name': '美国电影'}, {'count': 5846, 'name': 'StevenSpielberg'}]"
213,214,美国丽人,1999,美国,剧情 爱情 家庭,8.4,186691,英语,萨姆·门德斯 Sam Mendes,"凯文·史派西 Kevin Spacey', '安妮特·贝宁 Annette Bening', '索拉·伯奇 Thora Birch', '韦斯·本特利 Wes Bentley', '米娜·苏瓦丽 Mena Suvari', '彼得·盖勒 Peter Gallagher', '艾莉森·珍妮 Allison Janney', '克里斯·库珀 Chris Cooper', '斯科特·巴库拉 Scott Bakula', '山姆·洛巴兹 Sam Robards', '巴里·德尔·舍曼 Barry Del Sherman', '阿若·希利 Ara Celi', '约翰·赵 John Cho', '肯特·法尔考 Kent Faulcon', '希瑟·乔伊·谢尔 Heather Joy Sher', '切尔西·赫特福德 Chelsea Hertford', '安贝尔·史密斯 Amber Smith', '乔尔·麦克拉里 Joel McCrary', '玛丽莎·贾里特·威诺克 Marissa Jaret Winokur', '丹尼斯·安德森 Dennis Anderson",122,"[{'count': 30781, 'name': '美国'}, {'count': 23277, 'name': '伦理'}, {'count': 17458, 'name': '人性'}, {'count': 14182, 'name': '剧情'}, {'count': 10502, 'name': '经典'}, {'count': 9744, 'name': '人生'}, {'count': 7982, 'name': '家庭'}, {'count': 4818, 'name': '1999'}]"
214,215,发条橙,1971,英国 美国,犯罪 剧情 科幻,8.4,187163,英语,Stanley Kubrick,"Malcolm McDowell', 'Patrick Magee', 'Michael Bates', 'Warren Clarke', 'John Clive",136,"[{'count': 28634, 'name': '暴力'}, {'count': 27424, 'name': '库布里克'}, {'count': 21406, 'name': '发条橙'}, {'count': 20863, 'name': '英国'}, {'count': 16849, 'name': '经典'}, {'count': 14659, 'name': '青春'}, {'count': 9306, 'name': 'StanleyKubrick'}, {'count': 8007, 'name': '英国电影'}]"
215,216,黄金三镖客,1966,意大利 西班牙 西德,冒险 西部,9.1,51613,"意大利语', '英语",Sergio Leone,"Clint Eastwood', 'Eli Wallach', 'Lee Van Cleef', 'Aldo Giuffrè', 'Luigi Pistilli",161,"[{'count': 10469, 'name': '西部片'}, {'count': 6512, 'name': '经典'}, {'count': 6478, 'name': '西部'}, {'count': 6225, 'name': '克林特·伊斯特伍德'}, {'count': 5382, 'name': '意大利'}, {'count': 4533, 'name': '美国'}, {'count': 3951, 'name': '黄金三镖客'}, {'count': 2724, 'name': 'ClintEastwood'}]"
216,217,燕尾蝶,1996,日本,犯罪 剧情,8.6,108336,"日语', '粤语', '英语', '汉语普通话",岩井俊二 Shunji Iwai,"恰拉 Chara', '伊藤步 Ayumi Ito', '三上博史 Hiroshi Mikami', '江口洋介 Yôsuke Eguchi', '渡部笃郎 Atsuro Watabe', '许志安 Andy Hui Chi-On', '山口智子 Tomoko Yamaguchi', '大塚宁宁 Nene Ôtsuka', '小桥贤儿 Kenji Kohashi', '顾晓东 Xiaodong Gu', '洞口依子 Yoriko Douguchi', '田口智朗 Tomorowo Taguchi', '铃木庆一 Keiichi Suzuki', '盐见三省 Sansei Shiomi', '渡边哲 Tetsu Watanabe', '酒井敏也 Toshiya Sakai', '五十岚信次郎 Mickey Curtis', '桃井薰 Kaori Momoi', '浅野忠信 Tadanobu Asano",148,"[{'count': 18806, 'name': '日本'}, {'count': 9430, 'name': '文艺'}, {'count': 8990, 'name': '青春'}, {'count': 5097, 'name': '剧情'}, {'count': 3817, 'name': '1996'}, {'count': 2546, 'name': '犯罪'}, {'count': 1397, 'name': '经典'}, {'count': 1283, 'name': '人性'}]"
217,218,英国病人,1996,美国 英国,爱情 剧情 战争,8.4,174870,"英语', '德语', '意大利语', '阿拉伯语",安东尼·明格拉 Anthony Minghella,"拉尔夫·费因斯 Ralph Fiennes', '克里斯汀·斯科特·托马斯 Kristin Scott Thomas', '朱丽叶·比诺什 Juliette Binoche', '威廉·达福 Willem Dafoe', '柯林·菲尔斯 Colin Firth', '纳威恩·安德利维斯 Naveen Andrews",162,"[{'count': 39977, 'name': '爱情'}, {'count': 21241, 'name': '经典'}, {'count': 15773, 'name': '文艺'}, {'count': 11505, 'name': '剧情'}, {'count': 8649, 'name': '伦理'}, {'count': 6398, 'name': '1996'}, {'count': 5609, 'name': '感动'}, {'count': 4952, 'name': '唯美'}]"
218,219,无耻混蛋,2009,美国 德国,剧情 犯罪,8.4,224660,"英语', '德语', '法语', '意大利语",Quentin Tarantino,"布拉德·皮特 Brad Pitt', '梅拉尼·罗兰 Mélanie Laurent', '克里斯托弗·沃尔兹 Christoph Waltz', '伊莱·罗斯 Eli Roth', '迈克尔·法斯宾德 Michael Fassbender', '黛安·克鲁格 Diane Kruger', '丹尼尔·布鲁赫 Daniel Brühl', '蒂尔·施威格 Til Schweiger', '哥德昂·布克哈德 Gedeon Burkhard', '雅基·伊多 Jacky Ido', 'B·J·诺瓦克 B.J. Novak', '奥玛·杜姆 Omar Doom', '奧古斯特·迪赫 August Diehl', '丹尼斯·门诺切特 Denis Ménochet', '西尔维斯特·格罗斯 Sylvester Groth', '蕾雅·赛杜 Léa Seydoux",153,"[{'count': 35712, 'name': '黑色幽默'}, {'count': 25619, 'name': '美国'}, {'count': 23894, 'name': '二战'}, {'count': 16688, 'name': '暴力'}, {'count': 16358, 'name': '战争'}, {'count': 13968, 'name': '无耻混蛋'}, {'count': 10470, 'name': '剧情'}, {'count': 7926, 'name': '2009'}]"
219,220,初恋这件小事,2010,泰国,剧情 喜剧 爱情,8.3,463690,"泰语', '印度尼西亚语', '英语","普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn', '华森·波克彭 Wasin pokpong","平采娜·乐维瑟派布恩 Pimchanok Leuwisetpaibul', '马里奥·毛瑞尔 Mario Maurer', '苏达拉·布查蓬 Sudarat Butrprom', '雅尼卡·桑普蕾舞 Yanika Thongprayoon', '诺特·阿查拉纳特·阿里亚里特威空 Nott Acharanat Ariyaritwikol', '皮拉瓦特·赫拉巴特 Peerawat Herabat', '普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn', '华森·波克彭 Wasin pokpong",118,"[{'count': 88166, 'name': '爱情'}, {'count': 86914, 'name': '青春'}, {'count': 66549, 'name': '泰国'}, {'count': 42499, 'name': '初恋'}, {'count': 26109, 'name': '校园'}, {'count': 20771, 'name': '成长'}, {'count': 15742, 'name': '少年'}, {'count': 12621, 'name': '2010'}]"
